0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3
0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,2,0,0,4,0,0,2,4,2
0,0,0,0,0,0,0,0,2,4,0,2,2,4,0,0,2
0,0,0,0,0,0,0,0,2,4,2,0,2,4,2,0,1
0,0,0,0,0,0,0,0,2,0,0,0,4,8,4,0,3
0,0,0,0,0,2,0,0,0,0,0,2,0,4,8,4,2
0,2,0,0,2,0,0,0,2,0,0,0,4,8,4,0,1
0,0,0,2,0,0,0,0,4,2,0,0,4,8,4,0,1
4,0,0,0,0,0,0,0,0,2,0,0,8,8,4,2,1
0,0,0,0,0,2,0,0,4,2,0,0,8,8,4,2,2
0,0,0,4,2,0,0,0,4,2,0,0,16,4,2,0,1
0,0,0,0,2,0,2,0,4,2,0,0,16,4,2,4,2
0,0,0,0,4,0,0,0,4,2,0,2,16,4,2,4,1
0,0,0,0,2,0,0,0,8,2,0,2,16,4,2,4,2
0,0,0,0,2,0,0,0,8,4,0,2,16,4,2,4,1
0,0,2,0,2,0,0,0,8,0,0,2,16,8,2,4,2
2,0,0,0,2,0,0,0,8,2,2,0,16,8,2,4,1
0,2,0,0,4,0,0,0,8,2,0,0,16,8,4,4,2
2,2,0,0,4,0,0,0,8,2,0,0,16,8,8,0,1
2,0,0,0,4,0,0,0,8,4,2,0,16,8,8,0,2
2,0,0,2,4,0,0,0,8,4,2,0,16,16,0,0,1
2,0,2,0,4,0,0,0,8,4,0,0,16,16,2,2,2
4,0,0,0,4,0,0,0,8,4,0,2,32,4,0,0,1
2,0,0,0,8,0,0,0,8,0,0,0,32,8,0,2,2
2,0,0,2,8,0,0,0,8,0,0,0,32,8,2,0,1
0,0,2,0,2,0,0,0,16,0,0,0,32,8,2,2,2
2,4,0,0,2,0,0,0,16,0,0,0,32,8,4,0,1
0,0,0,0,4,0,0,0,16,4,0,0,32,8,4,2,3
0,2,0,0,0,0,0,4,0,0,16,4,32,8,4,2,2
2,0,0,0,4,2,0,0,16,4,0,0,32,8,4,2,3
2,0,0,2,0,0,4,2,0,0,16,4,32,8,4,2,2
4,0,0,0,4,2,0,0,16,4,0,2,32,8,4,2,1
0,0,0,0,8,2,0,0,16,4,2,0,32,8,4,4,2
2,0,0,0,8,2,0,0,16,4,2,0,32,8,8,0,3
0,0,0,2,0,0,8,2,0,16,4,2,0,2,32,16,2
2,0,0,0,8,2,0,0,16,4,2,2,2,32,16,0,3
0,0,0,2,0,2,8,2,0,16,4,4,0,2,32,16,1
0,0,0,2,0,2,8,4,0,16,4,4,0,2,32,16,1
0,0,0,0,2,2,8,2,0,16,4,8,0,2,32,16,3
0,0,0,0,2,4,8,2,0,16,4,8,0,2,32,16,1
2,0,0,0,0,4,8,2,0,16,4,8,2,2,32,16,3
0,2,0,2,0,4,8,2,0,16,4,8,0,4,32,16,1
0,2,0,0,0,4,8,4,2,16,4,8,0,4,32,16,1
0,2,0,2,0,4,8,4,0,16,4,8,2,4,32,16,3
0,0,4,4,0,4,8,4,0,16,4,8,2,4,32,16,1
0,2,4,0,0,4,8,8,0,16,4,8,2,4,32,16,3
0,0,2,4,2,0,4,16,0,16,4,8,2,4,32,16,1
0,4,0,4,0,0,2,16,0,16,8,8,4,4,32,16,3
0,2,0,8,0,0,2,16,0,0,16,16,0,8,32,16,1
0,0,0,0,0,0,2,8,0,2,16,16,4,8,32,32,2
0,2,0,0,2,8,0,0,2,32,0,0,4,8,64,0,1
0,2,2,0,0,8,0,0,4,32,0,0,4,8,64,0,1
0,2,0,0,0,8,4,0,0,32,2,0,8,8,64,0,2
2,0,0,0,8,4,0,0,32,2,4,0,16,64,0,0,1
2,2,0,0,8,4,0,0,32,2,0,0,16,64,4,0,2
4,2,0,0,8,4,0,0,32,2,0,0,16,64,4,0,3
0,0,4,2,0,0,8,4,0,2,32,2,0,16,64,4,2
4,2,0,0,8,4,2,0,2,32,2,0,16,64,4,0,3
0,0,4,2,2,8,4,2,0,2,32,2,0,16,64,4,1
2,0,0,0,0,8,8,2,0,2,32,4,2,16,64,4,2
2,0,4,0,16,2,0,0,2,32,4,0,2,16,64,4,1
0,0,0,2,2,2,0,0,16,32,8,0,4,16,64,4,3
0,0,0,2,0,4,0,4,0,16,32,8,4,16,64,4,1
0,0,0,2,0,0,2,4,0,4,32,8,4,32,64,4,2
2,0,0,0,2,4,2,0,4,32,8,0,4,32,64,4,1
0,0,0,0,0,0,2,2,4,4,8,0,8,64,64,4,2
0,2,0,0,4,0,0,0,8,8,0,0,8,128,4,0,1
0,0,0,2,0,2,0,0,4,8,0,0,16,128,4,0,2
2,0,0,0,2,0,0,2,4,8,0,0,16,128,4,0,1
0,2,0,0,4,0,0,0,4,8,0,0,16,128,4,2,2
2,0,2,0,4,0,0,0,4,8,0,0,16,128,4,2,1
0,0,0,0,2,0,0,2,8,8,2,0,16,128,4,2,1
0,0,0,0,2,2,0,0,8,8,2,0,16,128,4,4,2
0,0,0,0,4,0,0,0,16,2,0,2,16,128,8,0,1
0,0,0,0,0,0,0,0,4,2,2,0,32,128,8,2,2
0,0,0,0,0,2,0,0,4,4,0,0,32,128,8,2,2
0,0,0,0,2,4,0,0,8,0,0,0,32,128,8,2,1
2,0,0,0,2,0,0,0,8,4,0,0,32,128,8,2,1
0,2,0,0,4,0,0,0,8,4,0,0,32,128,8,2,2
2,0,0,0,4,0,0,0,8,4,0,2,32,128,8,2,1
2,0,0,0,4,0,0,0,8,4,2,0,32,128,8,4,3
0,2,0,2,0,0,0,4,0,8,4,2,32,128,8,4,1
0,0,0,2,2,2,0,4,0,8,4,2,32,128,8,4,0
2,2,4,2,32,8,8,4,0,128,0,2,0,2,0,4,2
4,4,2,2,32,16,4,0,128,2,0,0,2,4,0,0,1
4,4,0,0,32,16,0,2,128,2,2,0,2,4,4,2,3
0,0,4,8,0,32,16,2,0,0,128,4,0,2,8,2,0
0,32,4,8,0,2,16,2,0,2,128,4,0,0,8,2,2
32,4,8,0,2,16,2,2,2,128,4,0,8,2,0,0,1
0,4,0,0,32,16,8,0,4,128,2,2,8,2,4,2,3
2,0,0,4,0,32,16,8,0,4,128,4,8,2,4,2,0
2,32,16,4,8,4,128,8,0,2,4,4,2,0,0,2,2
2,32,16,4,8,4,128,8,2,8,0,0,4,0,0,4,1
2,0,0,2,8,32,0,4,2,4,16,8,4,8,128,4,3
0,0,2,4,0,8,32,4,2,4,16,8,4,8,128,4,0
2,8,2,8,4,4,32,8,0,8,16,4,4,0,128,0,2
2,8,2,8,8,32,8,0,8,16,4,0,4,128,0,2,1
0,8,0,2,2,32,2,0,16,16,8,8,4,128,4,2,3
2,0,8,2,0,2,32,2,0,0,32,16,4,128,4,2,0
2,2,8,4,4,128,64,16,0,0,4,2,0,0,4,0,2
4,8,4,0,4,128,64,16,4,2,0,0,4,0,0,2,1
0,0,0,2,0,8,0,0,8,128,4,16,8,2,64,2,3
0,0,0,2,0,0,2,8,8,128,4,16,8,2,64,2,0
16,128,2,2,0,2,4,8,0,0,64,16,0,0,2,2,2
16,128,4,0,2,4,8,0,64,16,0,0,4,2,0,0,1
16,128,0,0,2,4,2,0,64,16,4,0,4,2,8,0,3
0,0,16,128,2,2,4,2,0,64,16,4,0,4,2,8,0
2,2,16,128,2,64,4,2,0,4,16,4,0,0,2,8,2
4,16,128,0,2,64,4,2,4,16,4,0,2,8,0,2,1
4,16,2,0,2,64,0,0,4,16,128,0,2,8,8,4,3
0,4,16,2,0,0,2,64,0,4,16,128,2,2,16,4,0
2,8,16,2,2,2,2,64,0,0,32,128,0,0,0,4,2
2,8,16,2,4,2,64,0,32,128,0,2,4,0,0,0,1
2,0,0,0,4,8,0,0,32,2,16,2,4,128,64,4,3
2,0,0,2,0,0,4,8,32,2,16,2,4,128,64,4,0
2,2,4,2,32,128,16,8,4,0,64,2,2,0,0,4,2
4,4,2,0,32,128,16,8,4,64,2,0,2,4,0,2,1
4,4,2,0,32,128,2,0,4,64,16,8,2,4,2,2,3
2,0,8,2,0,32,128,2,4,64,16,8,0,2,4,4,0
2,32,8,4,4,64,128,8,0,2,16,4,0,2,4,0,2
2,32,8,4,4,64,128,8,2,16,4,0,2,4,0,2,1
2,32,0,0,2,64,8,4,4,16,128,8,4,4,4,2,3
2,0,2,32,2,64,8,4,4,16,128,8,0,4,8,2,0
4,64,2,32,4,16,8,4,0,4,128,8,2,0,8,2,2
4,64,2,32,4,16,8,4,4,128,8,2,2,8,2,0,1
0,64,2,0,4,16,2,32,8,128,16,4,2,8,2,2,3
0,0,64,2,4,16,2,32,8,128,16,4,2,2,8,4,0
4,16,64,2,8,128,2,32,2,2,16,8,0,0,8,4,2
